material,motion,trial,timestamp,reading
metal,rub,2,1742113818.021418,"[np.float64(121.6500015258789), np.float64(-33.0), np.float64(-1620.916015625), np.float64(459.1500244140625), np.float64(-825.300048828125), np.float64(-1534.52197265625), np.float64(-814.5000610351562), np.float64(492.9000244140625), np.float64(-1562.8359375), np.float64(-69.9000015258789), np.float64(-14.100000381469727), np.float64(-1445.7080078125), np.float64(25.80000114440918), np.float64(145.5), np.float64(-1667.864013671875)]"
metal,rub,2,1742113818.1223948,"[np.float64(126.30000305175781), np.float64(-33.75), np.float64(-1621.6419677734375), np.float64(459.0000305175781), np.float64(-825.7500610351562), np.float64(-1535.489990234375), np.float64(-815.8500366210938), np.float64(486.3000183105469), np.float64(-1558.47998046875), np.float64(-63.000003814697266), np.float64(-16.950000762939453), np.float64(-1445.949951171875), np.float64(32.70000076293945), np.float64(139.5), np.float64(-1673.6719970703125)]"
metal,rub,2,1742113818.227564,"[np.float64(117.1500015258789), np.float64(-32.400001525878906), np.float64(-1616.802001953125), np.float64(455.2500305175781), np.float64(-827.550048828125), np.float64(-1542.75), np.float64(-807.9000244140625), np.float64(486.9000244140625), np.float64(-1562.593994140625), np.float64(-66.1500015258789), np.float64(-16.5), np.float64(-1452.0), np.float64(27.000001907348633), np.float64(143.5500030517578), np.float64(-1678.7540283203125)]"
metal,rub,2,1742113818.3328068,"[np.float64(122.4000015258789), np.float64(-37.20000076293945), np.float64(-1613.1719970703125), np.float64(460.95001220703125), np.float64(-824.7000122070312), np.float64(-1536.9420166015625), np.float64(-814.800048828125), np.float64(487.3500061035156), np.float64(-1562.8359375), np.float64(-67.20000457763672), np.float64(-19.05000114440918), np.float64(-1451.031982421875), np.float64(25.80000114440918), np.float64(142.8000030517578), np.float64(-1671.4940185546875)]"
metal,rub,2,1742113818.436476,"[np.float64(121.95000457763672), np.float64(-35.400001525878906), np.float64(-1619.7059326171875), np.float64(459.45001220703125), np.float64(-824.550048828125), np.float64(-1530.8919677734375), np.float64(-818.8500366210938), np.float64(485.5500183105469), np.float64(-1561.384033203125), np.float64(-63.30000305175781), np.float64(-13.050000190734863), np.float64(-1450.06396484375), np.float64(27.150001525878906), np.float64(142.20001220703125), np.float64(-1681.9000244140625)]"
metal,rub,2,1742113818.540718,"[np.float64(118.05000305175781), np.float64(-35.10000228881836), np.float64(-1616.5599365234375), np.float64(462.0000305175781), np.float64(-826.5000610351562), np.float64(-1533.0699462890625), np.float64(-812.550048828125), np.float64(488.5500183105469), np.float64(-1558.7220458984375), np.float64(-64.20000457763672), np.float64(-20.55000114440918), np.float64(-1446.1920166015625), np.float64(29.850000381469727), np.float64(146.25), np.float64(-1668.83203125)]"
metal,rub,2,1742113818.6432798,"[np.float64(122.85000610351562), np.float64(-29.250001907348633), np.float64(-1623.5780029296875), np.float64(462.0000305175781), np.float64(-822.9000244140625), np.float64(-1540.0880126953125), np.float64(-815.550048828125), np.float64(480.9000244140625), np.float64(-1558.238037109375), np.float64(-64.05000305175781), np.float64(-25.650001525878906), np.float64(-1450.06396484375), np.float64(31.350000381469727), np.float64(141.3000030517578), np.float64(-1667.864013671875)]"
metal,rub,2,1742113818.747307,"[np.float64(126.1500015258789), np.float64(-33.60000228881836), np.float64(-1620.18994140625), np.float64(460.6500244140625), np.float64(-823.5000610351562), np.float64(-1529.9239501953125), np.float64(-817.2000122070312), np.float64(487.95001220703125), np.float64(-1559.9320068359375), np.float64(-70.5), np.float64(-17.850000381469727), np.float64(-1450.3060302734375), np.float64(31.05000114440918), np.float64(139.5), np.float64(-1680.2059326171875)]"
metal,rub,2,1742113818.852641,"[np.float64(120.9000015258789), np.float64(-39.30000305175781), np.float64(-1612.446044921875), np.float64(463.6500244140625), np.float64(-820.050048828125), np.float64(-1543.2340087890625), np.float64(-813.7500610351562), np.float64(486.3000183105469), np.float64(-1557.9959716796875), np.float64(-68.85000610351562), np.float64(-16.350000381469727), np.float64(-1444.98193359375), np.float64(34.20000076293945), np.float64(141.60000610351562), np.float64(-1677.5439453125)]"
metal,rub,2,1742113818.9578722,"[np.float64(120.30000305175781), np.float64(-30.900001525878906), np.float64(-1612.929931640625), np.float64(455.70001220703125), np.float64(-827.7000122070312), np.float64(-1530.8919677734375), np.float64(-820.6500244140625), np.float64(483.7500305175781), np.float64(-1560.657958984375), np.float64(-67.95000457763672), np.float64(-21.0), np.float64(-1444.2559814453125), np.float64(26.400001525878906), np.float64(143.10000610351562), np.float64(-1679.238037109375)]"
metal,rub,3,1742113821.378871,"[np.float64(124.20000457763672), np.float64(-37.80000305175781), np.float64(-1618.011962890625), np.float64(461.5500183105469), np.float64(-824.7000122070312), np.float64(-1538.1519775390625), np.float64(-820.800048828125), np.float64(487.95001220703125), np.float64(-1557.511962890625), np.float64(-70.20000457763672), np.float64(-18.600000381469727), np.float64(-1448.1280517578125), np.float64(30.000001907348633), np.float64(142.5), np.float64(-1678.9959716796875)]"
metal,rub,3,1742113821.4837708,"[np.float64(115.6500015258789), np.float64(-32.85000228881836), np.float64(-1621.884033203125), np.float64(458.70001220703125), np.float64(-823.2000122070312), np.float64(-1545.89599609375), np.float64(-817.050048828125), np.float64(484.3500061035156), np.float64(-1557.511962890625), np.float64(-71.10000610351562), np.float64(-24.450000762939453), np.float64(-1447.64404296875), np.float64(25.80000114440918), np.float64(142.95001220703125), np.float64(-1674.8819580078125)]"
metal,rub,3,1742113821.58813,"[np.float64(118.80000305175781), np.float64(-34.80000305175781), np.float64(-1612.446044921875), np.float64(459.6000061035156), np.float64(-825.1500244140625), np.float64(-1541.781982421875), np.float64(-821.4000244140625), np.float64(492.3000183105469), np.float64(-1549.5260009765625), np.float64(-67.95000457763672), np.float64(-19.950000762939453), np.float64(-1442.3199462890625), np.float64(28.650001525878906), np.float64(145.65000915527344), np.float64(-1666.6539306640625)]"
